Authorization Status,Country of FD Name,Item Category,Quantity,Item Net Weight,Item Grams,Rate,Invoice Date Only,Invoice Quantity,Invoice Status,Extra Fields Final Destination,Sourcing Type,Order Status,Minimum Order Value,Load Deviation,Transaction_Value
Under Review,India,Regular Chips,240,72,300,2.57,,129,No Invoice,India,Local/Regional Sourcing,Order Released,40,200,616.8
Unknown,Singapore,Unknown,72,21.6,300,6.25,16-11-2024,65,Invoice Generated,Singapore,Indian Export,Order Released,40,32,450
Pending,Canada,Generic,7,1.4,200,7.87,,129,Invoice Pending,Canada,Indian Export,Approved,80,-73,55.09
Pending,France,Generic,35,2.63,75,3.89,23-11-2024,27,Invoice Generated,France,Local/Regional Sourcing,Order Released,80,-45,136.15
Pending,France,Premium Chocolate,495,24.75,50,14.56,,129,No Invoice,France,Local/Regional Sourcing,Order Released,40,425,7207.2
Approved,Germany,Premium Chocolate,387,38.7,100,9.9,,129,Invoice Pending,Germany,Indian Export,Order Released,20,367,3831.3
Pending,Japan,Premium Nuts,56,28,500,16.655,,129,Invoice Pending,Japan,Indian Export,Order Released,56,0,932.68
Pending,Mexico,Generic,132,9.3,300,5.75,,129,Invoice Pending,Mexico,Indian Export,Order Released,40,92,759
Approved,Italy,Regular Chips,495,85.5,150,3.48,25-11-2024,492,Invoice Generated,Italy,Indian Export,Order Released,140,0,1722.6
Under Review,Canada,Generic,30,7.5,250,6.29,,129,No Invoice,Canada,Indian Export,Order Pending,40,-10,188.7
Approved,USA,Generic,36,18,500,7.1,25-11-2024,43,Invoice Generated,USA,Local/Regional Sourcing,Order Released,80,-44,255.6
Pending,Japan,Generic,124,6.2,50,8.28,15-11-2024,133,Invoice Generated,Japan,Local/Regional Sourcing,Order Released,124,0,1026.72
Unknown,Canada,Generic,330,15.4,300,6.2,,129,Invoice Pending,Canada,Indian Export,Order Released,40,290,2046
Under Review,Australia,Generic,342,85.5,500,4.95,12-11-2024,348,Invoice Generated,Australia,Indian Export,Order Released,80,262,1692.9
Pending,Spain,Generic,320,85.5,500,10.98,,129,Unknown,Spain,Indian Export,Order Released,80,240,3513.6
Unknown,UK,Dried Fruit,60,1.5,25,16.23,26-11-2024,52,Invoice Generated,UK,Indian Export,Order Released,40,20,973.8
Pending,Japan,Dried Fruit,15,0.38,25,7.95,17-11-2024,5,Invoice Generated,Japan,Indian Export,Order Released,20,-5,119.25
Unknown,Spain,Regular Nuts,396,39.6,100,16.655,26-11-2024,392,Invoice Generated,Spain,Indian Export,Order Pending,80,316,6595.38
Approved,India,Generic,286,14.3,50,6.73,26-11-2024,280,Invoice Generated,India,Indian Export,Order Released,40,246,1924.78
Pending,Brazil,Popcorn,78,19.5,250,3.9,17-11-2024,70,Invoice Generated,Brazil,Indian Export,Order Released,40,38,304.2
Pending,Italy,Generic,70,7,100,5.04,,129,No Invoice,Italy,Indian Export,Order Pending,70,0,352.8
Approved,Brazil,Generic,156,23.4,150,6.25,20-11-2024,152,Invoice Generated,Brazil,Indian Export,Order Pending,40,116,975
Under Review,Mexico,Unknown,541,15.4,300,4.1,22-11-2024,633,Invoice Generated,Mexico,Indian Export,Order Released,140,0,2218.1
Under Review,France,Unknown,2,0.4,200,12.35,18-11-2024,1,Invoice Generated,France,Indian Export,Order Pending,2,0,24.7
Pending,Spain,Generic,328,49.2,150,3.1,21-11-2024,324,Invoice Generated,Spain,Indian Export,Order Released,40,288,1016.8
Unknown,Australia,Generic,10,1,100,2.9,,129,No Invoice,Australia,Local/Regional Sourcing,Order Pending,40,-30,29
Pending,France,Generic,384,85.5,500,7.07,,129,Invoice Generated,France,Indian Export,Pending,140,0,2714.88
Pending,South Korea,Popcorn,396,15.4,200,3.48,,129,No Invoice,South Korea,Indian Export,Order Released,40,356,1378.08
Approved,Germany,Premium Chocolate,215,16.13,75,12.97,26-11-2024,220,Invoice Generated,Germany,Indian Export,Order Released,80,135,2788.55
Pending,Italy,Generic,400,40,100,3.66,,129,Unknown,Italy,Local/Regional Sourcing,Order Released,20,380,1464
Under Review,Singapore,Premium Chocolate,231,17.33,75,16.655,13-11-2024,233,Invoice Generated,Singapore,Local/Regional Sourcing,Order Released,40,191,3847.305
Approved,UK,Generic,352,85.5,500,6.81,19-11-2024,358,Invoice Generated,UK,Indian Export,Order Released,40,312,2397.12
Pending,Japan,Popcorn,187,9.35,50,4.89,19-11-2024,196,Invoice Generated,Japan,Indian Export,Order Released,20,167,914.43
Pending,Geamany,Premium Chocolate,198,85.5,150,16.655,18-11-2024,198,Invoice Generated,Geamany,Local/Regional Sourcing,Order Released,140,0,3297.69
Unknown,Japan,Generic,152,22.8,150,5.01,23-11-2024,149,Invoice Generated,Japan,Indian Export,Order Released,20,132,761.52
Unknown,India,Unknown,132,46,500,2.06,26-11-2024,-10,Invoice Generated,India,Indian Export,Order Released,40,92,271.92
Pending,UK,Premium Chocolate,216,21.6,100,16.655,24-11-2024,215,Invoice Generated,UK,Indian Export,Order Released,80,136,3597.48
Unknown,Singapore,Unknown,275,15.4,500,10.9,,129,Invoice Pending,Singapore,Local/Regional Sourcing,Order Released,40,235,2997.5
Pending,UK,Generic,9,0.23,25,5.62,,129,Invoice Pending,UK,Indian Export,Order Released,40,-31,50.58
Unknown,India,Popcorn,132,85.5,500,3.01,24-11-2024,129,Invoice Generated,India,Indian Export,Order Released,40,92,397.32
Pending,Mexico,Regular Chips,444,33.3,75,3.76,23-11-2024,439,Invoice Generated,Mexico,Local/Regional Sourcing,Order Released,140,0,1669.44
Under Review,China,Generic,230,23,100,6.25,26-11-2024,227,Invoice Generated,China,Indian Export,Order Released,140,0,1437.5
Under Review,Australia,Regular Chips,460,85.5,500,3.64,,129,Invoice Pending,Australia,Indian Export,Order Released,40,420,1674.4
Pending,Germany,Premium Chips,126,37.8,300,9.85,24-11-2024,119,Invoice Generated,Germany,Local/Regional Sourcing,Order Released,40,86,1241.1
Unknown,China,Dried Fruit,294,44.1,150,14.84,,129,Invoice Pending,China,Local/Regional Sourcing,Order Released,40,254,4362.96
Under Review,Canada,Generic,323,14.35,50,10.88,19-11-2024,314,Invoice Generated,Canada,Indian Export,Order Released,140,0,3514.24
Pending,South Korea,Generic,253,6.33,25,7.34,27-11-2024,248,Invoice Generated,South Korea,Local/Regional Sourcing,Order Released,80,173,1857.02
Pending,Singapore,Generic,450,85.5,300,3.41,20-11-2024,446,Invoice Generated,Singapore,Indian Export,Order Pending,40,410,1534.5
Pending,Spain,Generic,360,85.5,250,8.78,,129,Invoice Pending,Spain,Indian Export,Order Released,20,340,3160.8
Unknown,Spain,Regular Chips,88,44,500,3.39,20-11-2024,90,Invoice Generated,Spain,Indian Export,Order Released,40,48,298.32
Unknown,Italy,Generic,286,85.5,500,7.05,23-11-2024,293,Invoice Generated,Italy,Indian Export,Order Released,80,206,2016.3
Approved,Franae,Dried Fruit,123,3.08,25,11.29,,129,Invoice Generated,Franae,Indian Export,Order Pending,80,43,1388.67
Pending,UK,Generic,10,3,300,6.89,14-11-2024,11,Invoice Generated,UK,Local/Regional Sourcing,Order Released,40,-30,68.9
Pending,Mexico,Brand Chips,315,63,200,6.48,22-11-2024,314,Invoice Generated,Mexico,Indian Export,Order Pending,80,235,2041.2
Under Review,Singapore,Generic,204,30.6,150,5.07,,129,Invoice Pending,Singapore,Local/Regional Sourcing,Order Released,140,0,1034.28
Pending,Brazil,Generic,290,43.5,150,6.14,21-11-2024,291,Invoice Generated,Brazil,Indian Export,Order Pending,140,0,1780.6
Pending,China,Generic,132,15.4,250,4.06,,129,Invoice Pending,China,Indian Export,Order Released,20,112,535.92
Pending,China,Premium Nuts,90,4.5,50,16.655,,129,Invoice Pending,China,Indian Export,Order Released,40,50,1498.95
Pending,China,Generic,330,16.5,50,8.86,,129,No Invoice,China,Indian Export,Order Pending,140,0,2923.8
Unknown,South Korea,Generic,420,84,150,7.76,,129,Invoice Pending,South Korea,Local/Regional Sourcing,Order Released,80,340,3259.2
Pending,UK,Regular Chips,52,1.3,25,3.86,,129,No Invoice,UK,Indian Export,Order Pending,40,12,200.72
Unknown,Spain,Regular Chips,63,12.6,200,4.95,,129,Invoice Pending,Spain,Indian Export,Order Pending,20,43,311.85
Pending,Italy,Generic,132,19.8,150,8.9,,129,No Invoice,Italy,Indian Export,Order Pending,40,92,1174.8
Under Review,France,Regular Chips,200,85.5,500,6.38,21-11-2024,210,Invoice Generated,France,Indian Export,Order Released,140,0,1276
Approved,Canada,Unknown,429,85.5,300,6.25,,129,No Invoice,Canada,Indian Export,Order Pending,20,409,2681.25
Pending,China,Generic,84,25.2,300,6.25,15-11-2024,88,Invoice Generated,China,Indian Export,Order Released,84,0,525
Pending,Singapore,Generic,350,85.5,500,3.51,,129,Invoice Pending,Singapore,Local/Regional Sourcing,Order Released,140,0,1228.5
Under Review,Spain,Generic,296,14.8,50,11.34,17-11-2024,296,Invoice Generated,Spain,Local/Regional Sourcing,Order Released,80,216,3356.64
Approved,Mexico,Unknown,110,11,100,6.68,,129,No Invoice,Mexico,Indian Export,Order Pending,20,90,734.8
Pending,South Korea,Jerky,70,5.25,75,16.655,25-11-2024,76,Invoice Generated,South Korea,Indian Export,Order Pending,40,30,1165.85
Pending,South Korea,Regular Nuts,460,15.4,100,8.09,26-11-2024,458,Invoice Generated,South Korea,Indian Export,Order Pending,140,0,3721.4
Approved,UK,Premium Chocolate,132,14.4,150,6.23,,129,Invoice Pending,UK,Indian Export,Order Released,20,112,822.36
Approved,France,Generic,541,85.5,500,6.13,17-11-2024,568,Invoice Generated,France,Indian Export,Order Released,40,425,3316.33
Unknown,Brazil,Generic,80,8,186,4.45,,129,Invoice Pending,Brazil,Indian Export,Order Pending,40,40,356
Pending,China,Premium Chips,246,15.4,300,7.7,20-11-2024,253,Invoice Generated,China,Local/Regional Sourcing,Order Released,40,206,1894.2
Under Review,Australia,Regular Chips,54,13.5,250,1.85,,129,Invoice Generated,Australia,Local/Regional Sourcing,Order Released,40,14,99.9
Pending,Singapore,Regular Chips,126,15.4,300,3.02,28-11-2024,127,Invoice Generated,Singapore,Indian Export,Order Released,40,86,380.52
Pending,Germany,Generic,225,56.25,250,8.5,,129,Unknown,Germany,Indian Export,Order Released,40,185,1912.5
Pending,Spaia,Generic,240,48,200,2.03,26-11-2024,238,Invoice Generated,Spaia,Indian Export,Order Released,80,160,487.2
Approved,Brazil,Generic,18,1.35,75,2.58,22-11-2024,26,Invoice Generated,Brazil,Indian Export,Order Released,40,-22,46.44
Approved,Spain,Regular Chips,8,0.4,50,3.41,,129,Invoice Pending,Spain,Local/Regional Sourcing,Order Pending,80,-72,27.28
Unknown,France,Generic,24,7.2,300,4.09,23-11-2024,18,Invoice Generated,France,Local/Regional Sourcing,Order Released,24,0,98.16
Pending,Australia,Popcorn,24,1.2,150,1.18,,129,Invoice Pending,Australia,Local/Regional Sourcing,Order Released,40,-16,28.32
Unknown,Itala,Generic,145,21.75,150,9.77,,129,No Invoice,Itala,Indian Export,Order Pending,40,105,1416.65
Approved,India,Regular Nuts,312,15.6,50,9.51,,129,No Invoice,India,Indian Export,Order Pending,20,292,2967.12
Unknown,Spaan,Premium Chocolate,252,37.8,150,12.82,24-11-2024,252,Invoice Generated,Spaan,Indian Export,Order Released,40,212,3230.64
Approved,Australia,Generic,273,85.5,500,10.17,,129,Invoice Pending,Australia,Indian Export,Order Pending,140,0,2776.41
Approved,India,Unknown,209,15.4,200,16.655,,129,No Invoice,India,Indian Export,Order Pending,20,189,3480.895
Pending,USA,Generic,24,4.8,200,8.38,,129,No Invoice,USA,Local/Regional Sourcing,Order Released,80,-56,201.12
Approved,Japan,Generic,100,15,150,9.67,,129,Invoice Pending,Japan,Local/Regional Sourcing,Order Pending,40,60,967
Pending,Japan,Regular Chips,186,37.2,200,4.06,21-11-2024,188,Invoice Generated,Japan,Indian Export,Order Released,80,106,755.16
Under Review,Canada,Regular Chips,234,85.5,500,1.7,26-11-2024,232,Invoice Generated,Canada,Local/Regional Sourcing,Order Pending,40,194,397.8
Under Review,Brazil,Regular Chips,9,0.23,25,3.41,,129,Invoice Generated,Brazil,Indian Export,Order Released,9,0,30.69
Under Review,Australia,Brand Chips,259,12.95,50,5.86,18-11-2024,260,Invoice Generated,Australia,Local/Regional Sourcing,Order Released,140,0,1517.74
Pending,Italy,Brand Chips,8,0.2,25,5.44,,129,Invoice Pending,Italy,Local/Regional Sourcing,Unknown,40,-32,43.52
Unknown,France,Trail Mix,275,55,200,11.3,,129,Invoice Pending,France,Indian Export,Order Released,20,255,3107.5
Pending,Canada,Premium Chips,66,1.65,25,9.47,,129,No Invoice,Canada,Indian Export,Order Released,40,26,625.02
Approved,USA,Jerky,38,11.4,300,16.655,17-11-2024,31,Invoice Generated,USA,Local/Regional Sourcing,Order Released,20,18,632.89
Pending,China,Generic,228,34.2,150,8.35,,129,Invoice Generated,China,Indian Export,Order Pending,80,148,1903.8
Pending,Japan,Generic,330,15.4,150,6.84,,129,No Invoice,Japan,Local/Regional Sourcing,Order Pending,40,290,2257.2
Pending,India,Unknown,504,85.5,300,6.16,17-11-2024,494,Invoice Generated,India,Indian Export,Order Released,80,424,3104.64
Approved,Brazil,Brand Chips,27,2.03,75,3.97,,129,No Invoice,Brazil,Indian Export,Order Pending,40,-13,107.19
Pending,France,Generic,273,6.83,25,10.5,,129,Unknown,France,Indian Export,Order Pending,40,233,2866.5
Pending,USA,Dried Fruit,387,9.68,25,4.78,24-11-2024,385,Invoice Generated,USA,Indian Export,Order Released,40,347,1849.86
Pending,South Korea,Generic,6,1.2,200,8.45,,129,No Invoice,South Korea,Local/Regional Sourcing,Order Pending,40,-34,50.7
Under Review,Germany,Generic,78,3.9,150,3.29,,129,No Invoice,Germany,Indian Export,Order Pending,80,-2,256.62
Approved,Singapore,Regular Chips,125,37.5,300,4.88,,129,Invoice Pending,Singapore,Indian Export,Order Released,40,85,610
Under Review,Italy,Generic,54,16.2,300,16.655,,129,Unknown,Italy,Local/Regional Sourcing,Order Pending,40,14,899.37
Under Review,Japan,Dried Fruit,154,15.4,100,14.35,20-11-2024,147,Invoice Generated,Japan,Indian Export,Order Pending,40,114,2209.9
Pending,UK,Regular Chips,84,21,250,2.71,,129,Invoice Pending,UK,Indian Export,Order Pending,40,44,227.64
Unknown,Singapore,Unknown,48,3.6,75,16.655,20-11-2024,53,Invoice Generated,Singapore,Indian Export,Order Released,40,8,799.44
Under Review,South Korea,Generic,7,0.18,25,5.48,24-11-2024,17,Invoice Generated,South Korea,Local/Regional Sourcing,Order Pending,80,-73,38.36
Under Review,Spain,Generic,66,13.2,200,4.78,16-11-2024,73,Invoice Generated,Spain,Local/Regional Sourcing,Order Released,20,46,315.48
Pending,India,Regular Chips,190,28.5,150,6.25,,129,Invoice Pending,India,Indian Export,Order Released,40,150,1187.5
Approved,UK,Popcorn,142,8.4,150,3,,129,No Invoice,UK,Indian Export,Order Pending,20,122,426
Unknown,South Korea,Regular Chips,372,37.2,100,4.35,25-11-2024,379,Invoice Generated,South Korea,Indian Export,Order Released,140,0,1618.2
Pending,UK,Premium Chips,34,1.7,50,10.28,,129,Invoice Pending,UK,Indian Export,Order Released,34,0,349.52
Under Review,UK,Health Bars,90,2.25,25,16.65,,129,No Invoice,UK,Indian Export,Order Pending,40,50,1498.5
Unknown,USA,Premium Chocolate,52,3.9,75,15.55,,129,No Invoice,USA,Indian Export,Order Pending,40,12,808.6
Pending,Japan,Generic,190,9.5,50,5.36,,129,Unknown,Japan,Indian Export,Order Released,80,110,1018.4
Unknown,China,Generic,252,63,250,4.46,,129,No Invoice,China,Indian Export,Order Pending,40,212,1123.92
Pending,India,Generic,5,0.25,50,4.49,17-11-2024,-2,Invoice Generated,India,Indian Export,Order Pending,80,-75,22.45
Pending,Mexico,Regular Chips,90,9,100,5.2,20-11-2024,99,Invoice Generated,Mexico,Indian Export,Order Released,40,50,468
Pending,UK,Generic,216,85.5,150,14.69,28-11-2024,208,Invoice Generated,UK,Indian Export,Order Released,20,196,3173.04
Unknown,Mexico,Jerky,6,0.45,75,16.655,23-11-2024,15,Invoice Generated,Mexico,Local/Regional Sourcing,Order Released,40,-34,99.93
Unknown,UK,Regular Nuts,80,65.3,500,9.31,,129,Invoice Pending,UK,Local/Regional Sourcing,Pending,40,40,744.8
Under Review,USA,Generic,11,2.2,200,5.11,21-11-2024,20,Invoice Generated,USA,Indian Export,Order Released,20,-9,56.21
Unknown,USA,Generic,30,0.75,25,3.41,,129,Invoice Pending,USA,Indian Export,Order Pending,40,-10,102.3
Unknown,Spain,Generic,56,11.2,512.5,8.36,17-11-2024,56,Invoice Generated,Spain,Indian Export,Approved,20,36,468.16
Approved,Italy,Generic,9,0.23,25,8.51,,129,No Invoice,Italy,Indian Export,Order Released,9,0,76.59
Approved,Brazil,Generic,266,26.6,100,2.31,,129,Invoice Pending,Brazil,Local/Regional Sourcing,Order Released,40,226,614.46
Pending,Brazil,Popcorn,132,14,200,4.49,23-11-2024,129,Invoice Generated,Brazil,Local/Regional Sourcing,Order Released,40,92,592.68
Unknown,Italy,Generic,516,25.8,50,14.18,23-11-2024,509,Invoice Generated,Italy,Indian Export,Order Released,20,425,7316.88
Pending,Singapore,Generic,286,28.6,100,7,16-11-2024,292,Invoice Generated,Singapore,Indian Export,Order Released,40,246,2002
Pending,Auatralia,Generic,540,81,150,2.73,,129,No Invoice,Auatralia,Indian Export,Order Released,20,425,1474.2
Unknown,Australia,Generic,418,62.7,150,4.92,22-11-2024,416,Invoice Generated,Australia,Indian Export,Order Released,140,0,2056.56
Under Review,Spain,Unknown,24,3.6,150,4.4,23-11-2024,22,Invoice Generated,Spain,Indian Export,Order Released,20,4,105.6
Pending,Germana,Regular Nuts,99,14.85,150,9.07,26-11-2024,101,Invoice Generated,Germana,Indian Export,Order Released,40,59,897.93
Pending,Canada,Popcorn,60,9,150,1.77,27-11-2024,70,Invoice Generated,Canada,Indian Export,Order Pending,40,20,106.2
Approved,Japan,Popcorn,192,19.2,150,2.47,24-11-2024,200,Invoice Generated,Japan,Local/Regional Sourcing,Order Pending,140,0,474.24
Approved,USA,Popcorn,7,15.4,250,1.15,29-11-2024,2,Invoice Generated,USA,Indian Export,Order Pending,20,-13,8.05
Pending,China,Generic,180,18,100,9.6,,129,Invoice Pending,China,Indian Export,Order Pending,20,160,1728
Pending,USA,Generic,132,6.4,200,7.76,,129,Invoice Generated,USA,Indian Export,Order Released,40,92,1024.32
Unknown,India,Generic,28,2.8,100,9.26,,129,Invoice Generated,India,Indian Export,Order Pending,40,-12,259.28
Pending,Australia,Unknown,62,3.1,50,6.53,17-11-2024,64,Invoice Generated,Australia,Indian Export,Order Released,40,22,404.86
Approved,South Koraa,Generic,48,9.6,200,3.87,25-11-2024,42,Invoice Generated,South Koraa,Local/Regional Sourcing,Order Released,40,8,185.76
Pending,France,Generic,18,15.4,500,2.48,,129,No Invoice,France,Indian Export,Order Pending,40,-22,44.64
Pending,USA,Regular Chips,36,9,250,4.88,,129,Invoice Generated,USA,Local/Regional Sourcing,Order Released,80,-44,175.68
Pending,Singapore,Brand Chips,276,27.6,100,7.97,,129,Unknown,Singapore,Indian Export,Order Released,80,196,2199.72
Pending,UK,Generic,50,15.4,150,7.95,25-11-2024,40,Invoice Generated,UK,Indian Export,Order Released,20,30,397.5
Pending,China,Brand Chips,82,12.3,150,2.92,,129,Invoice Pending,China,Indian Export,Order Pending,40,42,239.44
Approved,Canada,Generic,18,2.7,150,6.75,26-11-2024,27,Invoice Generated,Canada,Indian Export,Order Released,20,-2,121.5
Pending,France,Regular Nuts,240,60,250,11.16,26-11-2024,250,Invoice Generated,France,Indian Export,Order Released,40,200,2678.4
Approved,India,Generic,68,13.6,200,3.33,,129,Invoice Pending,India,Indian Export,Order Pending,20,48,226.44
Pending,Jepan,Generic,348,52.2,150,5.64,,129,No Invoice,Jepan,Indian Export,Order Pending,20,328,1962.72
Under Review,USA,Premium Chocolate,228,11.4,50,13.4,16-11-2024,236,Invoice Generated,USA,Indian Export,Unknown,40,188,3055.2
